,clas,clas_t,reg,reg_T
2139,[[0.08838846 0.47846025 0.43315133]],[[0. 0. 1.]],[[31.80522]],[48]
2140,[[0.5479235  0.23643972 0.21563685]],[[1. 0. 0.]],[[-0.83347607]],[0]
2141,[[0.13907674 0.44956043 0.41136283]],[[1. 0. 0.]],[[24.766039]],[0]
2142,[[0.13786788 0.4528168  0.4093153 ]],[[0. 1. 0.]],[[23.790821]],[60]
2143,[[0.8849685  0.04944604 0.06558542]],[[1. 0. 0.]],[[-1.]],[0]
2144,[[0.33578482 0.3002097  0.36400545]],[[0. 1. 0.]],[[-1.]],[14]
2145,[[0.12931748 0.46501252 0.40567   ]],[[0. 0. 1.]],[[25.054781]],[38]
2146,[[0.1091416  0.45842433 0.432434  ]],[[0. 0. 1.]],[[27.968607]],[28]
2147,[[0.13571768 0.4583219  0.4059604 ]],[[0. 0. 1.]],[[26.45594]],[6]
2148,[[0.41032135 0.3066889  0.28298977]],[[1. 0. 0.]],[[8.211811]],[0]
2149,[[9.9999976e-01 3.5465778e-08 2.3215777e-07]],[[1. 0. 0.]],[[-1.]],[0]
2150,[[0.47698373 0.26422828 0.25878796]],[[1. 0. 0.]],[[0.86479956]],[0]
2151,[[0.16559456 0.44209373 0.39231175]],[[0. 1. 0.]],[[20.620382]],[18]
2152,[[0.600326   0.20501363 0.19466035]],[[1. 0. 0.]],[[-0.38904387]],[0]
2153,[[0.8863856  0.05303213 0.06058236]],[[1. 0. 0.]],[[-0.99999964]],[0]
2154,[[0.04254228 0.4714365  0.48602125]],[[0. 0. 1.]],[[44.500053]],[64]
2155,[[0.17882335 0.42607746 0.39509922]],[[0. 1. 0.]],[[20.467737]],[16]
2156,[[0.97094256 0.00984023 0.01921717]],[[1. 0. 0.]],[[-1.]],[0]
2157,[[1.0000000e+00 1.1771546e-17 7.7281973e-16]],[[1. 0. 0.]],[[-1.]],[0]
2158,[[0.11017765 0.45444897 0.43537346]],[[0. 0. 1.]],[[26.61485]],[12]
2159,[[0.12930158 0.45885378 0.4118446 ]],[[0. 0. 1.]],[[25.372429]],[28]
2160,[[0.05527071 0.49411312 0.45061615]],[[0. 1. 0.]],[[36.237568]],[44]
2161,[[0.9662008  0.01483741 0.01896174]],[[1. 0. 0.]],[[-1.]],[0]
2162,[[0.08922835 0.49070892 0.42006266]],[[0. 0. 1.]],[[30.552465]],[28]
2163,[[0.0411627  0.5008399  0.45799747]],[[0. 0. 1.]],[[42.031246]],[35]
2164,[[0.10572213 0.46052527 0.43375263]],[[0. 1. 0.]],[[26.816116]],[16]
2165,[[0.10611556 0.4735179  0.4203666 ]],[[0. 0. 1.]],[[27.251299]],[52]
2166,[[0.566988   0.21072856 0.22228348]],[[1. 0. 0.]],[[5.609363]],[0]
2167,[[1.000000e+00 3.754941e-11 2.914947e-10]],[[0. 1. 0.]],[[-1.]],[40]
2168,[[0.8352039  0.08416118 0.0806349 ]],[[1. 0. 0.]],[[-0.99999976]],[0]
2169,[[0.16135126 0.4275257  0.411123  ]],[[0. 0. 1.]],[[22.159132]],[14]
2170,[[0.18617217 0.41269144 0.4011364 ]],[[0. 0. 1.]],[[23.668499]],[40]
2171,[[0.08813787 0.49500954 0.41685256]],[[0. 1. 0.]],[[30.300646]],[25]
2172,[[0.9885838  0.0045299  0.00688641]],[[1. 0. 0.]],[[-1.]],[0]
2173,[[0.12662272 0.4539894  0.41938788]],[[0. 0. 1.]],[[25.287985]],[16]
2174,[[0.01257755 0.47885963 0.5085628 ]],[[0. 1. 0.]],[[70.86739]],[50]
2175,[[0.12793395 0.4511871  0.42087892]],[[0. 0. 1.]],[[25.560553]],[32]
2176,[[0.14802694 0.44765595 0.40431714]],[[0. 1. 0.]],[[23.634373]],[36]
2177,[[0.05755284 0.51019007 0.43225715]],[[0. 0. 1.]],[[35.262074]],[36]
2178,[[0.12438331 0.4376269  0.43798986]],[[1. 0. 0.]],[[31.596762]],[0]
2179,[[0.9910178  0.00400181 0.0049804 ]],[[1. 0. 0.]],[[-1.]],[0]
2180,[[0.9428127  0.02535041 0.0318369 ]],[[1. 0. 0.]],[[-1.]],[0]
2181,[[0.44792792 0.27802226 0.27404988]],[[1. 0. 0.]],[[11.216415]],[0]
2182,[[0.12100639 0.4729836  0.40600994]],[[0. 0. 1.]],[[27.061096]],[58]
2183,[[0.12043573 0.46928602 0.41027823]],[[0. 1. 0.]],[[27.839136]],[8]
2184,[[0.1069527  0.48105922 0.41198808]],[[0. 1. 0.]],[[27.521719]],[28]
2185,[[0.12662272 0.4539894  0.41938788]],[[0. 1. 0.]],[[25.287985]],[34]
2186,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2187,[[0.08147531 0.45798433 0.46054035]],[[0. 1. 0.]],[[35.74879]],[80]
2188,[[0.22754669 0.41000503 0.3624483 ]],[[1. 0. 0.]],[[17.724312]],[0]
2189,[[0.07856851 0.49019104 0.43124047]],[[0. 0. 1.]],[[31.905863]],[34]
2190,[[0.04536751 0.5110604  0.44357204]],[[0. 1. 0.]],[[39.145344]],[38]
2191,[[0.08737776 0.48401874 0.42860356]],[[0. 0. 1.]],[[31.519882]],[34]
2192,[[0.07927841 0.47864464 0.44207698]],[[0. 0. 1.]],[[31.802753]],[22]
2193,[[0.3621611  0.31510913 0.3227298 ]],[[1. 0. 0.]],[[12.821971]],[0]
2194,[[0.06691824 0.48612657 0.44695526]],[[0. 0. 1.]],[[33.730625]],[26]
2195,[[0.04536751 0.5110604  0.44357204]],[[0. 0. 1.]],[[39.145344]],[32]
2196,[[0.12322601 0.45128798 0.42548597]],[[0. 1. 0.]],[[25.201063]],[18]
2197,[[0.11591101 0.4557327  0.4283563 ]],[[1. 0. 0.]],[[28.854858]],[0]
2198,[[0.8126333  0.06821179 0.1191549 ]],[[1. 0. 0.]],[[-1.]],[0]
2199,[[0.03683873 0.4893304  0.47383085]],[[0. 0. 1.]],[[45.32438]],[42]
2200,[[0.15232494 0.44128937 0.40638566]],[[0. 0. 1.]],[[24.125034]],[44]
2201,[[0.0979685  0.45954984 0.4424816 ]],[[0. 1. 0.]],[[27.959343]],[39]
2202,[[0.12309128 0.4480658  0.4288429 ]],[[0. 0. 1.]],[[25.417536]],[32]
2203,[[0.07811157 0.48169282 0.44019562]],[[0. 0. 1.]],[[32.191875]],[20]
2204,[[0.9655303  0.01463287 0.01983679]],[[1. 0. 0.]],[[-1.]],[0]
2205,[[0.17949404 0.4222083  0.39829764]],[[0. 0. 1.]],[[20.278635]],[16]
2206,[[0.065236   0.513918   0.42084605]],[[0. 1. 0.]],[[34.113075]],[32]
2207,[[0.7482449  0.13056578 0.12118927]],[[1. 0. 0.]],[[-0.99990076]],[0]
2208,[[0.14620924 0.44689763 0.4068931 ]],[[0. 1. 0.]],[[23.374168]],[12]
2209,[[0.17417997 0.42969215 0.39612788]],[[1. 0. 0.]],[[24.339397]],[0]
2210,[[0.05646891 0.47854665 0.46498442]],[[0. 1. 0.]],[[40.624817]],[20]
2211,[[0.05544804 0.5040466  0.4405054 ]],[[0. 0. 1.]],[[36.884735]],[28]
2212,[[0.24522215 0.39133197 0.36344585]],[[0. 1. 0.]],[[15.30289]],[12]
2213,[[0.0718744  0.48446834 0.44365725]],[[0. 0. 1.]],[[33.00757]],[44]
2214,[[0.15406725 0.44364634 0.40228638]],[[0. 0. 1.]],[[23.309498]],[40]
2215,[[0.06341442 0.4839171  0.45266846]],[[0. 1. 0.]],[[35.309917]],[34]
2216,[[0.33694682 0.3798846  0.2831686 ]],[[1. 0. 0.]],[[14.870457]],[0]
2217,[[0.47333464 0.25957364 0.26709172]],[[1. 0. 0.]],[[4.6831465]],[0]
2218,[[0.10058024 0.4709137  0.42850614]],[[0. 0. 1.]],[[30.392277]],[32]
2219,[[0.12816995 0.45652765 0.4153024 ]],[[0. 0. 1.]],[[25.572222]],[16]
2220,[[0.9566451  0.01939447 0.02396052]],[[1. 0. 0.]],[[-1.]],[0]
2221,[[0.77666277 0.10583131 0.11750592]],[[1. 0. 0.]],[[-0.99999124]],[0]
2222,[[0.04985265 0.49208358 0.45806375]],[[0. 1. 0.]],[[40.670944]],[34]
2223,[[0.13954708 0.44304144 0.41741145]],[[0. 1. 0.]],[[23.867392]],[12]
2224,[[0.15205511 0.4447735  0.40317136]],[[0. 1. 0.]],[[22.499859]],[8]
2225,[[0.16010645 0.45221972 0.38767385]],[[1. 0. 0.]],[[20.708233]],[0]
2226,[[0.99683905 0.00139247 0.00176848]],[[1. 0. 0.]],[[-1.]],[0]
2227,[[0.08254421 0.49503163 0.42242417]],[[0. 0. 1.]],[[29.570505]],[44]
2228,[[0.7102573  0.11400279 0.17573999]],[[1. 0. 0.]],[[-1.]],[0]
2229,[[0.08830758 0.46809146 0.44360098]],[[0. 1. 0.]],[[28.395605]],[16]
2230,[[0.11555059 0.467934   0.4165154 ]],[[0. 1. 0.]],[[26.321295]],[28]
2231,[[0.12555212 0.45016405 0.42428383]],[[0. 1. 0.]],[[25.594635]],[12]
2232,[[0.09176217 0.4808192  0.42741862]],[[0. 1. 0.]],[[29.672554]],[38]
2233,[[0.0269011  0.52335626 0.4497427 ]],[[0. 1. 0.]],[[45.76353]],[22]
2234,[[0.10594068 0.49850044 0.39555883]],[[1. 0. 0.]],[[27.018303]],[0]
2235,[[0.1016669  0.47635394 0.42197916]],[[0. 0. 1.]],[[28.49372]],[24]
2236,[[0.09904597 0.46364927 0.4373047 ]],[[0. 0. 1.]],[[29.251959]],[38]
2237,[[0.254804   0.38141134 0.3637847 ]],[[0. 1. 0.]],[[11.966071]],[24]
2238,[[0.0489269  0.49045867 0.4606144 ]],[[0. 1. 0.]],[[40.18523]],[66]
2239,[[0.04480667 0.5127281  0.44246525]],[[0. 0. 1.]],[[41.37292]],[29]
2240,[[0.14710699 0.44573027 0.4071628 ]],[[0. 0. 1.]],[[23.919361]],[24]
2241,[[0.81395257 0.08931665 0.09673074]],[[1. 0. 0.]],[[-0.9999997]],[0]
2242,[[0.9717236  0.01215252 0.0161239 ]],[[1. 0. 0.]],[[-1.]],[0]
2243,[[0.9906489  0.00271933 0.00663176]],[[1. 0. 0.]],[[-1.]],[0]
2244,[[0.04706157 0.48053417 0.47240424]],[[0. 1. 0.]],[[39.76715]],[40]
2245,[[0.1327712  0.43258175 0.43464705]],[[0. 0. 1.]],[[28.0066]],[22]
2246,[[0.19575867 0.41054168 0.39369962]],[[0. 0. 1.]],[[17.925726]],[12]
2247,[[0.21722566 0.40148595 0.3812884 ]],[[0. 1. 0.]],[[12.866398]],[12]
2248,[[0.24782567 0.3799928  0.37218148]],[[0. 0. 1.]],[[14.180191]],[6]
2249,[[0.10250132 0.4813309  0.41616783]],[[0. 1. 0.]],[[27.56109]],[18]
2250,[[0.9959974  0.00154464 0.00245804]],[[1. 0. 0.]],[[-1.]],[0]
2251,[[0.17764378 0.42147765 0.4008786 ]],[[0. 0. 1.]],[[20.077063]],[22]
2252,[[0.12843598 0.4508801  0.4206839 ]],[[0. 0. 1.]],[[24.155365]],[38]
2253,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2254,[[0.09321339 0.47075695 0.4360296 ]],[[0. 0. 1.]],[[28.39619]],[14]
2255,[[0.07962006 0.48702517 0.43335482]],[[0. 0. 1.]],[[31.535782]],[44]
2256,[[0.10336343 0.4807658  0.41587073]],[[0. 1. 0.]],[[29.543392]],[26]
2257,[[0.03447291 0.4904172  0.47510982]],[[0. 1. 0.]],[[52.12396]],[40]
2258,[[0.11337181 0.47503236 0.41159573]],[[0. 1. 0.]],[[27.986284]],[20]
2259,[[0.93980926 0.02745813 0.03273258]],[[1. 0. 0.]],[[-1.]],[0]
2260,[[0.11727881 0.4586564  0.42406482]],[[0. 0. 1.]],[[26.627735]],[24]
2261,[[0.06896384 0.48118478 0.4498514 ]],[[0. 1. 0.]],[[35.656765]],[4]
2262,[[0.03866995 0.5172707  0.44405937]],[[0. 0. 1.]],[[41.663677]],[54]
2263,[[0.15178269 0.43727043 0.41094685]],[[0. 0. 1.]],[[22.461657]],[26]
2264,[[0.08240677 0.4676372  0.44995603]],[[0. 0. 1.]],[[33.408257]],[32]
2265,[[0.09068255 0.47882277 0.43049467]],[[0. 0. 1.]],[[29.833834]],[36]
2266,[[0.37790632 0.3249059  0.29718778]],[[1. 0. 0.]],[[6.7230625]],[0]
2267,[[0.04904944 0.4837524  0.46719813]],[[0. 0. 1.]],[[43.38163]],[30]
2268,[[0.18006672 0.43700024 0.38293305]],[[0. 1. 0.]],[[20.593416]],[14]
2269,[[0.12594722 0.4603558  0.41369691]],[[0. 0. 1.]],[[25.752834]],[24]
2270,[[0.8509782  0.06399214 0.08502968]],[[1. 0. 0.]],[[-0.9997224]],[0]
2271,[[0.04674295 0.51438934 0.4388677 ]],[[0. 1. 0.]],[[39.337486]],[16]
2272,[[0.02259173 0.49666768 0.48074067]],[[0. 1. 0.]],[[56.270924]],[48]
2273,[[0.47622347 0.26402912 0.25974736]],[[0. 0. 1.]],[[5.0956373]],[60]
2274,[[0.10402959 0.46894383 0.42702666]],[[0. 0. 1.]],[[28.334623]],[8]
2275,[[0.05948179 0.49834135 0.44217682]],[[0. 1. 0.]],[[35.674465]],[32]
2276,[[0.10540977 0.48007017 0.41452006]],[[0. 1. 0.]],[[27.305048]],[40]
2277,[[0.0669938  0.49211344 0.44089273]],[[0. 0. 1.]],[[34.49153]],[54]
2278,[[0.98890275 0.00471135 0.00638585]],[[1. 0. 0.]],[[-1.]],[0]
2279,[[9.9969268e-01 6.7925073e-05 2.3945497e-04]],[[1. 0. 0.]],[[-1.]],[0]
2280,[[0.12093853 0.45070845 0.42835304]],[[0. 0. 1.]],[[25.383497]],[18]
2281,[[0.07492801 0.48210424 0.44296777]],[[0. 0. 1.]],[[33.680862]],[24]
2282,[[0.3306051  0.3463005  0.32309443]],[[0. 1. 0.]],[[9.183115]],[8]
2283,[[0.04610883 0.48514354 0.46874762]],[[0. 0. 1.]],[[41.15126]],[28]
2284,[[0.11861192 0.4203097  0.46107838]],[[0. 0. 1.]],[[10.70369]],[10]
2285,[[0.7590694  0.11568104 0.12524956]],[[1. 0. 0.]],[[-0.99698865]],[0]
2286,[[0.11417922 0.4627134  0.42310736]],[[0. 1. 0.]],[[26.19946]],[12]
2287,[[0.15275751 0.4442464  0.4029961 ]],[[0. 0. 1.]],[[22.75614]],[20]
2288,[[0.15816107 0.4311031  0.41073585]],[[0. 1. 0.]],[[21.23144]],[34]
2289,[[0.15031275 0.44083747 0.4088498 ]],[[0. 1. 0.]],[[23.746399]],[26]
2290,[[0.01183443 0.52670985 0.46145573]],[[0. 1. 0.]],[[66.48169]],[96]
2291,[[0.03287926 0.5069942  0.46012652]],[[0. 1. 0.]],[[43.737183]],[42]
2292,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2293,[[0.11444581 0.461243   0.42431125]],[[0. 0. 1.]],[[27.407125]],[14]
2294,[[0.8231882  0.08523241 0.09157944]],[[1. 0. 0.]],[[-0.9977813]],[0]
2295,[[0.34110826 0.35481447 0.3040773 ]],[[1. 0. 0.]],[[9.369429]],[0]
2296,[[0.85343736 0.06801783 0.07854486]],[[0. 0. 1.]],[[-0.9999953]],[54]
2297,[[0.9588526  0.01866859 0.02247884]],[[1. 0. 0.]],[[-1.]],[0]
2298,[[0.60337216 0.20505282 0.191575  ]],[[1. 0. 0.]],[[-0.7302133]],[0]
2299,[[0.42712757 0.29011723 0.28275514]],[[1. 0. 0.]],[[5.011439]],[0]
2300,[[0.10906991 0.4521872  0.43874285]],[[0. 0. 1.]],[[25.770897]],[32]
2301,[[0.09161508 0.50134075 0.40704417]],[[0. 1. 0.]],[[29.803589]],[12]
2302,[[0.20370895 0.41728398 0.37900707]],[[0. 0. 1.]],[[18.750294]],[20]
2303,[[0.38714194 0.29940078 0.31345734]],[[1. 0. 0.]],[[13.129883]],[0]
2304,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2305,[[0.13005334 0.47002044 0.39992625]],[[0. 0. 1.]],[[26.511703]],[22]
2306,[[0.9479585  0.01924171 0.03279987]],[[0. 0. 1.]],[[-1.]],[8]
2307,[[0.08922835 0.49070892 0.42006266]],[[0. 1. 0.]],[[30.552465]],[28]
2308,[[0.339841   0.339441   0.32071802]],[[1. 0. 0.]],[[11.763204]],[0]
2309,[[0.46648014 0.2568856  0.27663425]],[[1. 0. 0.]],[[8.379175]],[0]
2310,[[0.1094782  0.46018252 0.43033937]],[[0. 1. 0.]],[[27.704548]],[40]
2311,[[0.97953975 0.00905422 0.01140595]],[[1. 0. 0.]],[[-1.]],[0]
2312,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2313,[[0.05575133 0.49652395 0.44772473]],[[0. 1. 0.]],[[36.45242]],[48]
2314,[[0.08772115 0.48780352 0.4244753 ]],[[0. 1. 0.]],[[30.713861]],[24]
2315,[[0.06102972 0.485385   0.45358533]],[[0. 0. 1.]],[[35.647133]],[25]
2316,[[0.1097132  0.4553183  0.43496847]],[[0. 0. 1.]],[[25.366982]],[32]
2317,[[0.13872163 0.4436867  0.41759166]],[[0. 0. 1.]],[[23.645147]],[12]
2318,[[0.08679625 0.47598833 0.4372154 ]],[[0. 0. 1.]],[[32.550175]],[8]
2319,[[0.03716793 0.49446812 0.4683639 ]],[[1. 0. 0.]],[[46.878876]],[0]
2320,[[0.5507203  0.16723664 0.28204298]],[[1. 0. 0.]],[[-1.]],[0]
2321,[[0.13523844 0.4618045  0.402957  ]],[[0. 0. 1.]],[[24.23576]],[17]
2322,[[9.9999011e-01 1.7147823e-06 8.2220113e-06]],[[1. 0. 0.]],[[-1.]],[0]
2323,[[0.80127805 0.09405597 0.10466602]],[[1. 0. 0.]],[[-0.9986554]],[0]
2324,[[0.03403367 0.48457322 0.4813931 ]],[[0. 1. 0.]],[[50.23434]],[84]
2325,[[0.08772115 0.48780352 0.4244753 ]],[[0. 1. 0.]],[[30.713861]],[28]
2326,[[0.04118516 0.48757598 0.47123894]],[[0. 0. 1.]],[[47.24398]],[60]
2327,[[0.00228413 0.44421542 0.55350053]],[[0. 1. 0.]],[[72.72524]],[98]
2328,[[0.14495586 0.4484198  0.40662435]],[[0. 0. 1.]],[[22.738592]],[12]
2329,[[0.3625113  0.26728964 0.37019902]],[[1. 0. 0.]],[[-1.]],[0]
2330,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2331,[[0.90823084 0.04294724 0.04882187]],[[1. 0. 0.]],[[-0.99999994]],[0]
2332,[[0.13485974 0.45211887 0.41302142]],[[0. 0. 1.]],[[23.892084]],[28]
2333,[[0.03374686 0.48318022 0.483073  ]],[[0. 1. 0.]],[[48.668278]],[28]
2334,[[0.63480914 0.18757205 0.1776188 ]],[[1. 0. 0.]],[[0.71014255]],[0]
2335,[[0.0901868  0.4911456  0.41866767]],[[0. 1. 0.]],[[30.01603]],[24]
2336,[[0.07378837 0.47789252 0.44831908]],[[0. 0. 1.]],[[33.995693]],[44]
2337,[[0.09406692 0.47382542 0.43210766]],[[0. 0. 1.]],[[28.884789]],[18]
2338,[[0.07184581 0.47911313 0.449041  ]],[[0. 1. 0.]],[[34.55389]],[24]
2339,[[0.09411836 0.47654384 0.4293378 ]],[[0. 1. 0.]],[[29.585114]],[68]
2340,[[0.08130006 0.4769005  0.44179946]],[[0. 0. 1.]],[[30.990904]],[24]
2341,[[0.11141951 0.46069235 0.42788818]],[[0. 0. 1.]],[[26.053427]],[12]
2342,[[0.80403036 0.09413386 0.10183574]],[[1. 0. 0.]],[[-0.9999356]],[0]
2343,[[0.44895974 0.27080882 0.2802315 ]],[[1. 0. 0.]],[[5.536851]],[0]
2344,[[0.03703248 0.5058613  0.45710626]],[[0. 1. 0.]],[[44.451958]],[56]
2345,[[0.76158786 0.12367826 0.1147339 ]],[[1. 0. 0.]],[[-0.99999434]],[0]
2346,[[0.15796262 0.43686917 0.40516827]],[[0. 0. 1.]],[[21.274652]],[12]
2347,[[0.176693   0.42695576 0.3963512 ]],[[0. 0. 1.]],[[20.166779]],[28]
2348,[[0.09091319 0.48071504 0.42837173]],[[0. 0. 1.]],[[30.167301]],[56]
2349,[[0.09441908 0.47046635 0.43511456]],[[0. 1. 0.]],[[29.264845]],[16]
2350,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2351,[[0.16211544 0.4380077  0.39987683]],[[0. 1. 0.]],[[21.207159]],[12]
2352,[[1.9002828e-05 6.0900980e-01 3.9097115e-01]],[[0. 0. 1.]],[[152.65866]],[138]
2353,[[0.06261857 0.4919104  0.44547102]],[[0. 1. 0.]],[[34.95502]],[28]
2354,[[0.15084805 0.44774067 0.40141127]],[[1. 0. 0.]],[[22.227268]],[0]
2355,[[0.197951   0.42408773 0.3779613 ]],[[0. 1. 0.]],[[17.827164]],[24]
2356,[[0.64682025 0.1552715  0.1979083 ]],[[0. 0. 1.]],[[-1.]],[4]
2357,[[0.12735431 0.46017757 0.41246817]],[[0. 1. 0.]],[[24.952324]],[44]
2358,[[0.04199387 0.5049754  0.45303077]],[[0. 0. 1.]],[[40.575615]],[60]
2359,[[0.08237483 0.49080187 0.42682326]],[[0. 0. 1.]],[[31.241919]],[40]
2360,[[0.06963687 0.47993937 0.45042375]],[[0. 0. 1.]],[[34.95655]],[24]
2361,[[0.06450228 0.48309436 0.4524033 ]],[[0. 1. 0.]],[[37.255543]],[28]
2362,[[0.10902911 0.46488643 0.42608446]],[[0. 1. 0.]],[[26.82679]],[24]
2363,[[0.69661933 0.12257876 0.18080187]],[[1. 0. 0.]],[[-1.]],[0]
2364,[[0.08606162 0.48753858 0.42639977]],[[0. 0. 1.]],[[31.2803]],[26]
2365,[[9.9958652e-01 1.0489761e-04 3.0862013e-04]],[[1. 0. 0.]],[[-1.]],[0]
2366,[[0.11877112 0.47375274 0.40747616]],[[0. 0. 1.]],[[26.644947]],[22]
2367,[[0.11646645 0.44682583 0.43670774]],[[0. 1. 0.]],[[26.446978]],[44]
2368,[[0.12730119 0.45371693 0.41898185]],[[0. 1. 0.]],[[25.373606]],[12]
2369,[[0.19680299 0.42990088 0.3732961 ]],[[1. 0. 0.]],[[18.800346]],[0]
2370,[[9.9968040e-01 8.8800705e-05 2.3085838e-04]],[[1. 0. 0.]],[[-1.]],[0]
2371,[[0.02999755 0.4847549  0.48524764]],[[0. 0. 1.]],[[54.85243]],[36]
2372,[[0.1156083  0.46057716 0.4238146 ]],[[0. 1. 0.]],[[26.90035]],[24]
2373,[[0.5124588 0.2485382 0.239003 ]],[[1. 0. 0.]],[[0.92735475]],[0]
2374,[[0.01693139 0.5152399  0.4678287 ]],[[0. 0. 1.]],[[54.301414]],[116]
2375,[[0.12044472 0.46537438 0.41418082]],[[0. 1. 0.]],[[26.2356]],[28]
2376,[[0.19709525 0.42112222 0.38178253]],[[0. 0. 1.]],[[18.512941]],[20]
2377,[[0.09667096 0.47160372 0.4317253 ]],[[0. 1. 0.]],[[29.052263]],[36]
2378,[[0.04812516 0.49401978 0.45785514]],[[0. 0. 1.]],[[42.166134]],[68]
2379,[[0.1853854  0.42088416 0.39373046]],[[0. 0. 1.]],[[18.577314]],[12]
2380,[[0.10731269 0.45929712 0.43339023]],[[0. 1. 0.]],[[26.550379]],[24]
2381,[[0.6969945  0.11246687 0.19053866]],[[1. 0. 0.]],[[-1.]],[0]
2382,[[0.05920705 0.49785542 0.44293752]],[[0. 1. 0.]],[[36.43904]],[24]
2383,[[0.11794727 0.46186748 0.42018524]],[[0. 1. 0.]],[[26.866213]],[26]
2384,[[0.99276155 0.00279256 0.00444576]],[[0. 0. 1.]],[[-1.]],[38]
2385,[[0.04886864 0.49134332 0.45978805]],[[0. 1. 0.]],[[40.835136]],[26]
2386,[[0.08502523 0.47808886 0.43688595]],[[0. 0. 1.]],[[31.139616]],[24]
2387,[[0.7649913  0.12003069 0.11497799]],[[1. 0. 0.]],[[-0.9999039]],[0]
2388,[[0.9640477  0.01684451 0.01910778]],[[1. 0. 0.]],[[-1.]],[0]
2389,[[0.8196673  0.08459305 0.0957396 ]],[[1. 0. 0.]],[[-0.99730927]],[0]
2390,[[0.33522564 0.34617692 0.3185975 ]],[[0. 0. 1.]],[[9.198502]],[6]
2391,[[0.08138587 0.49698037 0.4216338 ]],[[0. 0. 1.]],[[31.371645]],[28]
2392,[[0.05536658 0.48355302 0.46108037]],[[0. 1. 0.]],[[37.818394]],[32]
2393,[[0.42448595 0.27231112 0.30320296]],[[1. 0. 0.]],[[13.834398]],[0]
2394,[[0.5024056  0.20494355 0.2926508 ]],[[1. 0. 0.]],[[-1.]],[0]
2395,[[0.07671258 0.47479293 0.4484945 ]],[[0. 0. 1.]],[[33.171204]],[44]
2396,[[0.05699829 0.48377058 0.45923117]],[[0. 0. 1.]],[[37.809525]],[64]
2397,[[0.0772491  0.48374102 0.43900988]],[[0. 1. 0.]],[[32.073635]],[14]
2398,[[0.03768874 0.4932624  0.46904883]],[[0. 0. 1.]],[[42.93519]],[28]
2399,[[0.06035435 0.49234122 0.44730434]],[[0. 1. 0.]],[[36.70909]],[46]
2400,[[0.09493795 0.47368848 0.4313735 ]],[[0. 0. 1.]],[[29.915369]],[16]
2401,[[0.13807063 0.45807028 0.40385908]],[[0. 0. 1.]],[[24.836063]],[14]
2402,[[0.08038036 0.49013564 0.42948404]],[[0. 0. 1.]],[[31.361897]],[24]
2403,[[0.6649422  0.16165535 0.17340247]],[[1. 0. 0.]],[[0.69942206]],[0]
2404,[[0.0883411  0.48908904 0.42256987]],[[0. 1. 0.]],[[31.573687]],[18]
2405,[[0.10343178 0.47845003 0.4181182 ]],[[0. 1. 0.]],[[28.866278]],[26]
2406,[[0.14745007 0.45232067 0.40022925]],[[0. 0. 1.]],[[22.674402]],[28]
2407,[[0.05012744 0.5197097  0.43016288]],[[0. 0. 1.]],[[38.389626]],[28]
2408,[[0.12456622 0.44586834 0.4295655 ]],[[0. 0. 1.]],[[24.418585]],[28]
2409,[[0.06095382 0.4990196  0.44002658]],[[0. 1. 0.]],[[36.161064]],[20]
2410,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2411,[[0.9770017  0.00737797 0.01562025]],[[1. 0. 0.]],[[-1.]],[0]
2412,[[0.10120983 0.48337    0.41542017]],[[0. 1. 0.]],[[27.938484]],[26]
2413,[[0.07136884 0.48444998 0.44418114]],[[0. 1. 0.]],[[34.414078]],[40]
2414,[[0.23898453 0.4033952  0.35762024]],[[0. 1. 0.]],[[15.940958]],[10]
2415,[[0.06108829 0.50872034 0.43019134]],[[0. 1. 0.]],[[35.94944]],[24]
2416,[[0.8518975  0.05420202 0.09390049]],[[1. 0. 0.]],[[-1.]],[0]
2417,[[0.13091746 0.44504094 0.4240416 ]],[[0. 0. 1.]],[[23.23329]],[12]
2418,[[0.26230282 0.38653347 0.3511637 ]],[[0. 1. 0.]],[[14.480199]],[10]
2419,[[0.9539232  0.02476208 0.02131468]],[[1. 0. 0.]],[[-1.]],[0]
2420,[[0.06772889 0.48042753 0.45184353]],[[0. 1. 0.]],[[35.02059]],[36]
2421,[[1.0000000e+00 7.4789764e-16 2.3900803e-14]],[[1. 0. 0.]],[[-1.]],[0]
2422,[[0.10319424 0.46695098 0.42985472]],[[0. 1. 0.]],[[28.696285]],[32]
2423,[[0.11131839 0.4654532  0.4232284 ]],[[0. 0. 1.]],[[27.071]],[32]
2424,[[0.6386178  0.18603536 0.17534684]],[[1. 0. 0.]],[[-0.959911]],[0]
2425,[[0.05135672 0.4839291  0.46471414]],[[0. 0. 1.]],[[42.650005]],[20]
